,Nom,Code postal,Commune,Code insee,Longitude,Latitude,GeoPoint,Type
0,Refuge Agnel,5350,Molines-en-Queyras,5077,6.971472,44.690642,"44.690642,6.971472",Hébergement
1,Refuge Buffère,5100,Névache,5093,6.570826,45.012814,"45.012814,6.570826",Hébergement
2,Refuge Adèle Planchard,5480,Villar d'Arène,5181,6.344776,44.968839,"44.968839,6.344776",Hébergement
3,AUBERGE DE JEUNESSE LES CAMELIAS,6000,Nice,6088,7.269038,43.701884,"43.701884,7.269038",Hébergement
4,Chabournéou,5800,La Chapelle-en-Valgaudemar,5064,6.3215,44.812478,"44.812478,6.3215",Hébergement
5,Sunêlia Les Logis d'Orres,5200,Les Orres,5098,6.555018,44.500171,"44.500171,6.555018",Hébergement
6,Refuge de Basse Rua,5600,Guillestre,5065,6.72192,44.62172,"44.62172,6.72192",Hébergement
7,Refuge de l'Aigle,5320,La Grave,5063,6.324338,45.011208,"45.011208,6.324338",Hébergement
8,Chalance,5800,La Chapelle-en-Valgaudemar,5064,6.236694,44.841401,"44.841401,6.236694",Hébergement
9,Refuge des Merveilles,6430,Tende,6163,7.451824,44.057442,"44.057442,7.451824",Hébergement
10,Refuge de la Blanche,5350,Saint-Véran,5157,6.941649,44.666506,"44.666506,6.941649",Hébergement
11,L'Olan,5800,La Chapelle-en-Valgaudemar,5064,6.204389,44.841386,"44.841386,6.204389",Hébergement
12,Résidence de Tourisme Le Hameau des Écrins,5290,Puy-Saint-Vincent,5110,6.482172,44.818146,"44.818146,6.482172",Hébergement
13,Refuge Laval,5100,Névache,5093,6.529996,45.057614,"45.057614,6.529996",Hébergement
14,Résidence de Tourisme La Dame Blanche,5290,Puy-Saint-Vincent,5110,6.482692,44.816944,"44.816944,6.482692",Hébergement
15,Refuge de la Cime,5600,Ceillac,5026,6.803039,44.644133,"44.644133,6.803039",Hébergement
16,Résidence le Parc aux Étoiles,5290,Puy-Saint-Vincent,5110,6.481072,44.816632,"44.816632,6.481072",Hébergement
17,Village de vacances le Graffionier CCE Air France,83580,Gassin,83065,6.555677,43.217503,"43.217503,6.555677",Hébergement
18,CASTEL ARABEL,6600,Antibes,6004,7.111075,43.573502,"43.573502,7.111075",Hébergement
19,Résidence Vallon Paradis,4800,Gréoux-les-Bains,4094,5.892064,43.76142,"43.76142,5.892064",Hébergement
20,Refuge des Bans,5340,Vallouise-Pelvoux,5101,6.361153,44.834428,"44.834428,6.361153",Hébergement
21,Vallonpierre,5800,La Chapelle-en-Valgaudemar,5064,6.289587,44.798556,"44.798556,6.289587",Hébergement
22,Au Vialaou,5100,Névache,5093,6.604883,45.019073,"45.019073,6.604883",Hébergement
23,Gîte d'étape et de séjour Saint Pierre,4240,Le Fugeret,4090,6.642099,44.003357,"44.003357,6.642099",Hébergement
24,Refuge du Chardonnet,5100,Névache,5093,6.532031,45.025858,"45.025858,6.532031",Hébergement
25,Résidence L'Edelweiss,5800,La Chapelle-en-Valgaudemar,5064,6.195285,44.816903,"44.816903,6.195285",Hébergement
26,Les Chalets de Bois Méan,5200,Les Orres,5098,6.552567,44.483988,"44.483988,6.552567",Hébergement
27,Les Souffles,5800,Villar-Loubière,5182,6.146475,44.844714,"44.844714,6.146475",Hébergement
28,Pierre et Vacances Premium Les Rives de Cannes Mandelieu,6210,Mandelieu-la-Napoule,6079,6.943906,43.535151,"43.535151,6.943906",Hébergement
29,Refuge de l'Olan,5800,La Chapelle-en-Valgaudemar,5064,6.204428,44.841523,"44.841523,6.204428",Hébergement
30,Refuge du Glacier Blanc,5340,Vallouise-Pelvoux,5101,6.41164,44.937545,"44.937545,6.41164",Hébergement
31,Résidence de Tourisme Les Gentianes,5290,Puy-Saint-Vincent,5110,6.480804,44.817705,"44.817705,6.480804",Hébergement
32,Résidence Les Prés ronds,5800,La Chapelle-en-Valgaudemar,5064,6.195285,44.816903,"44.816903,6.195285",Hébergement
33,Résidence Les Oulles,5800,La Chapelle-en-Valgaudemar,5064,6.195285,44.816903,"44.816903,6.195285",Hébergement
34,Les Cristallines - Groupe Popinns,5170,Orcières,5096,6.32864,44.696534,"44.696534,6.32864",Hébergement
35,VVF Villages La Garde-Freinet,83680,La Garde-Freinet,83063,6.469076,43.3178,"43.3178,6.469076",Hébergement
36,Gîte de groupe La Mélie,84390,Aurel,84005,5.428783,44.1302,"44.1302,5.428783",Hébergement
37,GITE DE SAUZE,6470,Sauze,6133,6.834948,44.087716,"44.087716,6.834948",Hébergement
38,Refuge du Viso,5460,Ristolas,5120,7.051468,44.70043,"44.70043,7.051468",Hébergement
39,La Villa Sévigné,4800,Gréoux-les-Bains,4094,5.891919,43.761867,"43.761867,5.891919",Hébergement
40,Château la Voulte,83220,Le Pradet,83098,6.023433,43.110605,"43.110605,6.023433",Hébergement
41,"Gîte de groupe ""La bergerie des lilas""",84390,Saint-Christol,84107,5.487715,44.049728,"44.049728,5.487715",Hébergement
42,Les Écrins,5260,Ancelle,5004,6.205691,44.623591,"44.623591,6.205691",Hébergement
43,Villa Marie-Jeanne,83400,Hyères,83069,6.435896,43.018101,"43.018101,6.435896",Hébergement
44,Refuge des Ecrins,5340,Vallouise-Pelvoux,5101,6.383095,44.947334,"44.947334,6.383095",Hébergement
45,Refuge du Lac du Pavé,5480,Villar d'Arène,5181,6.32853,44.986166,"44.986166,6.32853",Hébergement
46,Gîte l'arc-en-ciel,4120,La Palud-sur-Verdon,4144,6.342211,43.779881,"43.779881,6.342211",Hébergement
47,Le Clot - Xavier Blanc,5800,La Chapelle-en-Valgaudemar,5064,6.28021,44.831435,"44.831435,6.28021",Hébergement
48,Refuge Napoléon,5100,Cervières,5027,6.73303,44.823018,"44.823018,6.73303",Hébergement
49,Refuge des Drayères,5100,Névache,5093,6.508084,45.081127,"45.081127,6.508084",Hébergement
50,ResidHotel Grand Avignon,84270,Vedène,84141,4.88839,43.962532,"43.962532,4.88839",Hébergement
51,Le Brudou,5260,Saint-Jean-Saint-Nicolas,5145,6.225461,44.670759,"44.670759,6.225461",Hébergement
52,Refuge Ricou,5100,Névache,5093,6.544629,45.046176,"45.046176,6.544629",Hébergement
53,Le Fontenil,5460,Ristolas,5120,6.958318,44.773325,"44.773325,6.958318",Hébergement
54,Ethic Etapes - Le Relais de Nature,5100,Briançon,5023,6.611256,44.877962,"44.877962,6.611256",Hébergement
55,Refuge Terzo Alpini,5100,Névache,5093,6.62276,45.069645,"45.069645,6.62276",Hébergement
56,Résidence de Tourisme Les Chalets Odalys,5290,Puy-Saint-Vincent,5110,6.481374,44.818728,"44.818728,6.481374",Hébergement
57,Hôtel Résidence le Parc Hôtel,5100,Briançon,5023,6.634219,44.896795,"44.896795,6.634219",Hébergement
58,Refuge du lac d'Allos,4260,Allos,4006,6.707032,44.237789,"44.237789,6.707032",Hébergement
59,Résidence de Tourisme la Chalp,5470,Aiguilles,5003,6.871618,44.783613,"44.783613,6.871618",Hébergement
60,VVF Villages La Recula,5260,Saint-Léger-les-Mélèzes,5149,6.210108,44.64704,"44.64704,6.210108",Hébergement
61,Nemea L'Adret,5330,Saint-Chaffrey,5133,6.590162,44.932414,"44.932414,6.590162",Hébergement
62,Résidence Les Cigales,6210,Mandelieu-la-Napoule,6079,6.942113,43.538924,"43.538924,6.942113",Hébergement
63,Village Vacances VVF,5600,Ceillac,5026,6.777934,44.668066,"44.668066,6.777934",Hébergement
64,VVF Villages,5230,Chorges,5040,6.32151,44.525587,"44.525587,6.32151",Hébergement
65,Club Serre du Villard Vacances Bleues,5230,Chorges,5040,6.287929,44.527607,"44.527607,6.287929",Hébergement
66,Gîte Au Fil de l'Onde,5340,Vallouise-Pelvoux,5101,6.488899,44.838776,"44.838776,6.488899",Hébergement
67,VTF Les Esquirousses,5350,Arvieux,5007,6.730728,44.792246,"44.792246,6.730728",Hébergement
68,La Pousterle,5260,Saint-Jean-Saint-Nicolas,5145,6.240775,44.671391,"44.671391,6.240775",Hébergement
69,Domaine de l'Ecrin du Lac,5230,Chorges,5040,6.304423,44.504303,"44.504303,6.304423",Hébergement
70,Centre de vacances de Biabaux,4870,Saint-Michel-l'Observatoire,4192,5.749847,43.890282,"43.890282,5.749847",Hébergement
71,Refuge de l'Estrop,4420,Prads-Haute-Bléone,4155,6.525146,44.273244,"44.273244,6.525146",Hébergement
72,village vacances Le Chadenas,5200,Embrun,5046,6.460367,44.546938,"44.546938,6.460367",Hébergement
73,Hôtel Club Les Hyvans,5230,Chorges,5040,6.304436,44.499383,"44.499383,6.304436",Hébergement
74,Vacanciel Carqueiranne,83320,Carqueiranne,83034,6.093116,43.090176,"43.090176,6.093116",Hébergement
75,Gite d'étape et de séjour de la Poste,4320,Entrevaux,4076,6.810133,43.948871,"43.948871,6.810133",Hébergement
76,Village Club du Soleil,5170,Orcières,5096,6.326258,44.694323,"44.694323,6.326258",Hébergement
77,Nemea Appart' Hotel Green Side,6410,Biot,6018,7.099022,43.627233,"43.627233,7.099022",Hébergement
78,Vers les cimes,5260,Saint-Jean-Saint-Nicolas,5145,6.192352,44.660244,"44.660244,6.192352",Hébergement
79,ADAGIO ACCESS NICE MAGNAN,6000,Nice,6088,7.211361,43.687748,"43.687748,7.211361",Hébergement
80,Refuge des lacs de Vens,6660,Saint-Étienne-de-Tinée,6120,6.941953,44.316702,"44.316702,6.941953",Hébergement
81,Villa Saint Camille,6590,Théoule-sur-Mer,6138,6.93895,43.507685,"43.507685,6.93895",Hébergement
82,Refuge de l'Estrop,4260,La Foux d’Allos,4902,6.532675,44.282158,"44.282158,6.532675",Hébergement
83,Auberge de jeunesse,4120,La Palud-sur-Verdon,4144,6.341747,43.775501,"43.775501,6.341747",Hébergement
84,Résidence de Tourisme - Villa Artemys,6230,Saint-Jean-Cap-Ferrat,6121,7.333202,43.687083,"43.687083,7.333202",Hébergement
85,Pierre et Vacances Les Rivages,83380,Roquebrune sur Argens - Les Issambres,83999,6.685342,43.343548,"43.343548,6.685342",Hébergement
86,Gîte d'étape et de séjour des Bayles,4120,Soleilhas,4210,6.651165,43.855968,"43.855968,6.651165",Hébergement
87,UCPA le Verdon,4120,La Palud-sur-Verdon,4144,6.339645,43.779236,"43.779236,6.339645",Hébergement
88,Gîte de Chanolles,4420,Prads-Haute-Bléone,4155,6.419976,44.152964,"44.152964,6.419976",Hébergement
89,La Maison des lacs,83630,Les Salles-sur-Verdon,83122,6.213436,43.774304,"43.774304,6.213436",Hébergement
90,Les bastides des chaumettes,83440,Montauroux,83081,6.772445,43.607221,"43.607221,6.772445",Hébergement
91,Pinfol,5600,Réotier,5116,6.567183,44.661005,"44.661005,6.567183",Hébergement
92,Refuge de Gialorgues,6660,Saint-Dalmas-le-Selvage,6119,6.819769,44.236532,"44.236532,6.819769",Hébergement
93,La Maison des hôtes,4250,La Motte-du-Caire,4134,6.028317,44.343407,"44.343407,6.028317",Hébergement
94,Village de vacances Les Tourelles,83120,Sainte-Maxime,83115,6.642765,43.308824,"43.308824,6.642765",Hébergement
95,CGH Résidences & Spas Le Chalet des Dolines,5100,Montgenèvre,5085,6.728268,44.934411,"44.934411,6.728268",Hébergement
96,Gîte de Flagustelle,4140,Verdaches,4235,6.342574,44.265697,"44.265697,6.342574",Hébergement
97,VVF Villages Le Roure,5500,Saint-Bonnet-en-Champsaur,5132,6.081678,44.679021,"44.679021,6.081678",Hébergement
98,Logis des Jeunes du Comtat Venaissin,84200,Carpentras,84031,5.055889,44.045301,"44.045301,5.055889",Hébergement
99,"Relais international de la jeunesse ""Thalassa""",6320,Cap-d'Ail,6032,7.392414,43.720659,"43.720659,7.392414",Hébergement
100,Refuge de l'Alpe de Villar d'Arène,5480,Villar d'Arène,5181,6.384644,44.996398,"44.996398,6.384644",Hébergement
101,Résidence L' Ermitage,83150,Bandol,83009,5.750828,43.132352,"43.132352,5.750828",Hébergement
102,Quen'Chan'T le Guil,5470,Aiguilles,5003,6.868166,44.781029,"44.781029,6.868166",Hébergement
103,Résidence Le Bosquet,83150,Bandol,83009,5.760001,43.143387,"43.143387,5.760001",Hébergement
104,Pom d'Ecrins,5340,Vallouise-Pelvoux,5101,6.491994,44.847307,"44.847307,6.491994",Hébergement
105,La Louvière,5240,La Salle les Alpes,5161,6.554562,44.943496,"44.943496,6.554562",Hébergement
106,Le Jardin Des Ecrins,5120,Saint-Martin-de-Queyrières,5151,6.568892,44.822445,"44.822445,6.568892",Hébergement
107,Résidence Maeva Louis Lumière,83150,Bandol,83009,5.751455,43.133943,"43.133943,5.751455",Hébergement
108,Les Mas de l'Estérel - Village Club BTP Vacances,83530,Agay,83998,6.871613,43.432884,"43.432884,6.871613",Hébergement
109,Le Prorel,5330,Saint-Chaffrey,5133,6.590379,44.931505,"44.931505,6.590379",Hébergement
110,Résidence Maeva Port,83150,Bandol,83009,5.751586,43.133236,"43.133236,5.751586",Hébergement
111,Maison Audemard,4260,Allos,4006,6.627845,44.240364,"44.240364,6.627845",Hébergement
112,Résidence Pierre et Vacances Premium Port Prestige,6600,Antibes,6004,7.123138,43.583213,"43.583213,7.123138",Hébergement
113,UCPA Grand Serre Che,5240,La Salle les Alpes,5161,6.558023,44.943812,"44.943812,6.558023",Hébergement
114,CCAS EDF (réservé aux adhérents),5220,Le Monêtier-les-Bains,5079,6.500973,44.973582,"44.973582,6.500973",Hébergement
115,Gîte du Boissillon,5300,Val Buëch-Méouge,5118,5.816231,44.277378,"44.277378,5.816231",Hébergement
116,L'Oustaou du Luberon,84530,Villelaure,84147,5.431548,43.723469,"43.723469,5.431548",Hébergement
117,Les Hauts de Gréoux,4800,Gréoux-les-Bains,4094,5.882005,43.760778,"43.760778,5.882005",Hébergement
118,Résidence Airelle,4800,Gréoux-les-Bains,4094,5.892691,43.757993,"43.757993,5.892691",Hébergement
119,Centre Azur des ucjg,83110,Sanary-sur-Mer,83123,5.783782,43.120341,"43.120341,5.783782",Hébergement
120,Pom d'Ecrins,5340,Vallouise-Pelvoux,5101,6.492139,44.847195,"44.847195,6.492139",Hébergement
121,Résidence hôtelière le Glacier Blanc,5340,Vallouise-Pelvoux,5101,6.485925,44.869861,"44.869861,6.485925",Hébergement
122,Gîte Béthanie,5130,Saint-Étienne-le-Laus,5140,6.151319,44.520077,"44.520077,6.151319",Hébergement
123,Fol Ardèche : le mas de l'Artaude,83220,Le Pradet,83098,6.024651,43.100163,"43.100163,6.024651",Hébergement
124,L'Orange Bleue,5560,Vars,5177,6.693335,44.600216,"44.600216,6.693335",Hébergement
125,La Campagne des Vignaus - Gîte d'étape,4230,Saint-Étienne-les-Orgues,4178,5.773193,44.042605,"44.042605,5.773193",Hébergement
126,Gîte La Gélinotte,4140,Auzet,4017,6.313746,44.289611,"44.289611,6.313746",Hébergement
127,Résidence Sainte Annette,4800,Gréoux-les-Bains,4094,5.888396,43.761164,"43.761164,5.888396",Hébergement
128,Gîte d'étape et de séjour L'étape brauxoise,4240,Braux,4032,6.699538,43.986969,"43.986969,6.699538",Hébergement
129,Refuge du Col de Cabre,5140,La Beaume,5019,5.598264,44.549637,"44.549637,5.598264",Hébergement
130,Les Mouettes,83220,Le Pradet,83098,6.02216,43.087507,"43.087507,6.02216",Hébergement
131,Chalet L'Eyssina / Chalet Le Forest,5560,Vars,5177,6.690245,44.592943,"44.592943,6.690245",Hébergement
132,L'Arche,5260,Ancelle,5004,6.201653,44.620563,"44.620563,6.201653",Hébergement
133,Odcvl Le Chatelrêt,5560,Vars,5177,6.688828,44.595021,"44.595021,6.688828",Hébergement
134,Domaine de la Bégude,83440,Fayence,83055,6.654749,43.585094,"43.585094,6.654749",Hébergement
135,Refuge Furfande,5350,Arvieux,5007,6.712201,44.727738,"44.727738,6.712201",Hébergement
136,Le Val D'Escreins,5560,Vars,5177,6.687455,44.611948,"44.611948,6.687455",Hébergement
137,Les Eglantines,5560,Vars,5177,6.694794,44.601255,"44.601255,6.694794",Hébergement
138,Le Torrent,5260,Ancelle,5004,6.205387,44.623892,"44.623892,6.205387",Hébergement
139,L'Aventure,5500,Saint-Bonnet-en-Champsaur,5132,6.066463,44.702458,"44.702458,6.066463",Hébergement
140,VILLA SAINT EXUPERY PLAGE,6000,Nice,6088,7.270118,43.698741,"43.698741,7.270118",Hébergement
141,Gîte de groupe La Sparagoule,84480,Buoux,84023,5.378202,43.831395,"43.831395,5.378202",Hébergement
142,Refuge du hameau d'Aurent,4320,Castellet-lès-Sausses,4042,6.718397,44.04537,"44.04537,6.718397",Hébergement
143,Les Hirondelles,5500,Saint-Bonnet-en-Champsaur,5132,6.09767,44.678363,"44.678363,6.09767",Hébergement
144,Le Champ d'Or,5260,Chabottes,5029,6.181483,44.646872,"44.646872,6.181483",Hébergement
145,MOTEL ASCOT,6800,Cagnes-sur-Mer,6027,7.154974,43.652776,"43.652776,7.154974",Hébergement
146,Refuge de Notre-Dame de Lure,4230,Saint-Étienne-les-Orgues,4178,5.792797,44.096934,"44.096934,5.792797",Hébergement
147,Gîte de séjour la Magnanarié,84110,Villedieu,84146,5.027533,44.289296,"44.289296,5.027533",Hébergement
148,Le Val Fleuri,4140,Selonnet,4203,6.31611,44.370967,"44.370967,6.31611",Hébergement
149,Résidence les Chalets du Verdon,4260,La Foux d’Allos,4902,6.570592,44.287028,"44.287028,6.570592",Hébergement
150,Vacances Léo Lagrange,84480,Buoux,84023,5.371129,43.835755,"43.835755,5.371129",Hébergement
151,Auberge de jeunesse de Serre-Chevalier,5240,La Salle les Alpes,5161,6.553521,44.944798,"44.944798,6.553521",Hébergement
152,Les Bastides de Fayence,83440,Tourrettes,83138,6.731737,43.605769,"43.605769,6.731737",Hébergement
153,Résidence Le Provençal,83400,Hyères,83069,6.129598,43.035573,"43.035573,6.129598",Hébergement
154,Les Granges - gîte d'étape,4230,Ongles,4141,5.71363,44.023063,"44.023063,5.71363",Hébergement
155,Odalys Résidence Open,6220,Vallauris Golfe - Juan,6155,7.081186,43.57325,"43.57325,7.081186",Hébergement
156,Résidence Lagrange Port Marine,83120,Sainte-Maxime,83115,6.631684,43.308418,"43.308418,6.631684",Hébergement
157,"VVF - Villages VTF ""Les Heures Claires""",83120,Sainte-Maxime,83115,6.662746,43.320978,"43.320978,6.662746",Hébergement
158,Mas de l'Orangerie,4800,Gréoux-les-Bains,4094,5.888397,43.761165,"43.761165,5.888397",Hébergement
159,Les Restanques du Carré Beauchêne,83120,Sainte-Maxime,83115,6.639489,43.317966,"43.317966,6.639489",Hébergement
160,La Villa Sévigné,4800,Gréoux-les-Bains,4094,5.891919,43.761867,"43.761867,5.891919",Hébergement
161,Lou Trélus,83120,Sainte-Maxime,83115,6.62443,43.299176,"43.299176,6.62443",Hébergement
162,Les Jonquilles,5500,Saint-Julien-en-Champsaur,5147,6.129129,44.659673,"44.659673,6.129129",Hébergement
163,Gite L'Aiglière,5340,Vallouise-Pelvoux,5101,6.485356,44.845165,"44.845165,6.485356",Hébergement
164,MASSENA (le),6400,Cannes,6029,7.020888,43.565131,"43.565131,7.020888",Hébergement
165,Golfe Residence,6220,Vallauris Golfe - Juan,6155,7.083738,43.570118,"43.570118,7.083738",Hébergement
166,Le Pas du Loup,5120,Saint-Martin-de-Queyrières,5151,6.564478,44.830498,"44.830498,6.564478",Hébergement
167,Village de vacances Paul Bert,5150,Rosans,5126,5.46308,44.389682,"44.389682,5.46308",Hébergement
168,Observatoire-Refuge du Mont Chiran,4330,Blieux,4030,6.317102,43.86798,"43.86798,6.317102",Hébergement
169,Les Mas de Haute-Provence,4230,Saint-Étienne-les-Orgues,4178,5.77569,44.037154,"44.037154,5.77569",Hébergement
170,Résidence Albizia,4800,Gréoux-les-Bains,4094,5.882005,43.760778,"43.760778,5.882005",Hébergement
171,Domaine de Val Ubaye,5200,Baratier,5012,6.498764,44.53146,"44.53146,6.498764",Hébergement
172,Résidence de Tourisme les Balcons du Soleil,4260,La Foux d’Allos,4902,6.568488,44.298593,"44.298593,6.568488",Hébergement
173,Gîte des Monges,4200,Authon,4016,6.127749,44.237607,"44.237607,6.127749",Hébergement
174,Les Chalets des Rosières,5150,Rosans,5126,5.461578,44.382244,"44.382244,5.461578",Hébergement
175,Logis des Templiers,4800,Gréoux-les-Bains,4094,5.884147,43.759713,"43.759713,5.884147",Hébergement
176,GITE LES CHAMPOUNS,6450,Venanson,6156,7.249482,44.078659,"44.078659,7.249482",Hébergement
177,Centre de vacances de Fabrégas,83500,La Seyne-sur-Mer,83126,5.878466,43.074228,"43.074228,5.878466",Hébergement
178,FLECHE (la),6380,Sospel,6136,7.447317,43.877899,"43.877899,7.447317",Hébergement
179,Refuge de Chabournéou,5800,La Chapelle-en-Valgaudemar,5064,6.314972,44.809982,"44.809982,6.314972",Hébergement
180,Résidence de tourisme Central Park,4260,La Foux d’Allos,4902,6.569218,44.289097,"44.289097,6.569218",Hébergement
181,Village de vacances La Bayette,83220,Le Pradet,83098,6.038461,43.106555,"43.106555,6.038461",Hébergement
182,Village vacances CRE RATP,83500,La Seyne-sur-Mer,83126,5.889936,43.090714,"43.090714,5.889936",Hébergement
183,Gîte d'étape et de séjour la Chambrette,4330,Blieux,4030,6.368988,43.872309,"43.872309,6.368988",Hébergement
184,Hôtel-Résidence Le Moulin,4800,Gréoux-les-Bains,4094,5.890315,43.756205,"43.756205,5.890315",Hébergement
185,Refuge du Chambeyron,4530,Saint-Paul-sur-Ubaye,4193,6.836046,44.530148,"44.530148,6.836046",Hébergement
186,Refuge de Maljasset,4530,Saint-Paul-sur-Ubaye,4193,6.842509,44.592704,"44.592704,6.842509",Hébergement
187,Gîte d'étape et de séjour la Calade,4120,Castellane,4039,6.534941,43.843037,"43.843037,6.534941",Hébergement
188,Unique Hôtels & Résidences,83700,Saint-Raphaël,83118,6.765702,43.42474,"43.42474,6.765702",Hébergement
189,LUCIOLES (les),6560,Valbonne,6152,7.053375,43.615117,"43.615117,7.053375",Hébergement
190,Résidence le Galoubet - Grand bleu voyages,83210,Solliès-Toucas,83131,6.029655,43.207487,"43.207487,6.029655",Hébergement
191,Gîte les Eysserennes,5700,Savournon,5165,5.775762,44.425321,"44.425321,5.775762",Hébergement
